CLEAN_ANSWER,LANGUAGE,EMOJIS,SENTIMENT
كل ما طلبته وجدته,ar,,Positive
اتمنى الاستمرار بنفس هذا الزخم وأكثر وتمنياتي لكم بالتوفيق,ar,,Positive
لم تحل المشكله,ar,,Negative
"It will take more than an hour to collect the product because your staff is busy chatting in phone. No competitiveness, and the information they sent in SMS and emaill is inaccurate. They said it is ready to collect but when i collected it. It is NOT READY!!! Wasting your time. Not going to order in online again!",en,,Negative
مسؤولين التوصيل أشخاص محترمين قامو بتوصيل الأغراض وساعدو الاهل فى وضعها فى المكان المناسب,ar,,Positive
No,no,,Neutral
طلب الصيانه عندكم صعب وسيء  اونلاين ودايم المحادثه بتلرابط غير متاحه,ar,,Negative
Appearance,en,,Positive
More technical knowlegde of the sales person to the product,en,,Negative
quick deal,es,,Positive
مره كويسه وربي يعطيه العافيه,ar,,Positive
لاشي,ar,,Negative
اكثر الاجهزة المعروضة غير متوفرة,ar,,Negative
Give a control space between the customer and the buyer,en,,Positive
Giving points to the customer and these points can be used later,en,,Positive
The boxes were dusty,en,,Negative
شكرا,ar,,Positive
good service,hr,,Positive
ok,sk,,Neutral
لايوجد,ar,,Neutral
"Call earlier, advise approximate time of arrival.",en,,Positive
Everything excellent,en,,Positive
"I bought an AC including installation service, the sales guy Habib was helpful, however, installation team was unprofessional and didn't know how to install it. It took 2 days, and 2nd day I discovered that they disconnected the compressor that operates other rooms in my house which costed me more than what I bought for the AC. Marwan from customer service is lacking credibility where he promised to send another team by 11:30 next day but they arrived at 3 which caused me to cancel my meetings to sit at home and wait for AC team. I'm very disappointed and never seen such a bad service . I paid 140 OMR to buy new AC and paid 240 OMR to fix the damage caused by  Extra installation team",en,,Negative
ارسلو ناس اصحاب خبرة اكثر في التحميل والتنزيل والتركيب,ar,,Positive
Good,so,,Positive
Very bad Insrallation team,en,,Negative
سرعة الانجاز بالصيانه وسرعة تبديل المنتج اذا صار فيه مشكله اكثر من مره صيانه مع توفير منتجات ذات جودة عالية,ar,,Positive
ان يكون في تعاون اكبر من قبل فريق الخدمة والموجودين في المعرض,ar,,Positive
سرعة التجاوب والاهتمام بخدمة العميل,ar,,Positive
لا يوجد,ar,,Neutral
تعامل راقي من الموظف ماشاءالله كل الشكر والتقدير للجهود المبذولة,ar,,Positive
كل شي ممتاز,ar,,Positive
"لا يوجد اقتراح ، الاستاذ فيصل دغريري ما قصر وخدمني بتصليح المنتج شكرًا لكم",ar,,Positive
تعامل الموظف فيصل دغريري محترم ومتميز,ar,,Positive
Thanks,en,,Positive
كسروا الوجهة الجانبية لدواليب المطبخ ولم يخبروني بشيء ولم اكتشف الا بعد أن ذهبوا,ar,,Negative
شكرا,ar,,Positive
شكرا,ar,,Positive
I was very impressed with the professionalism of the staff and very proud that the Omani staff has such excellent knowledge about systems and also good in convinsing the customer to purchase.,en,,Positive
اقترح انه انا شاري مثلا مكيفات مركزيه ٣ بس البيت بعده ما جاهز اريد اخلي الاغراض فلمحل وقت ما يجهز البيت خلال شهرين بس لم تتم الموافقه من مسوول المكان ولم اشتري الاغراض ارجو سهوله في هاذا الموضع لانه انا بدفع المبلغ,ar,,Neutral
استبدل الموظفين المبيعات,ar,,Positive
مشعل المرعشي كان مثال ممتاز للخدمة الراقية,ar,,Positive
اخر مره استري منكم.,fa,,Negative
الحمدلله الذين قاموا بالتوصيل والتركيب كانو راقين جدا,ar,,Negative
السرعه  بالتوصيل,ar,,Positive
جودة التعامل و خدمة العملاء,ar,,Positive
"التوصيل سريع والخدمة مميزة ، فقط تمنيت لو تم توصيل الطلبات دفعة واحدة بدل تجزئتها مرتين .. شكرا بكم",ar,,Neutral
ممتازا,fa,,Positive
مايكون الي يوصل هندي او بنقالي,ar,,Negative
يرجى الحرص على تسليم كل موظف تسليم طلبات المكان المسؤؤل عليه لان طلبي لم يصل الى مكاني بحجة انه خاص بموصل اخر,ar,,Negative
Nothing,en,,Neutral
Staff attitude,en,,Positive
"Cost effective, excellent staff, knowledgeable",en,,Positive
I love the way cashier managed but in your system there is no option to select two reasons,en,,Neutral
Happiness,fi,,Positive
إيصال الطلبيات الى الأماكن البعيدة مثلا حوطة بني تميم,ar,,Positive
لا شي للان,ar,,Negative
كل شي ممتاز,ar,,Positive
👍🏼,emoji,👍🏼,Neutral
الموظف ممتاز تعاملا وشغلا,ar,,Positive
.الشباب المصريين جداً محترمين و امينين,ar,,Positive
شكرا للتجربة الجميلة,ar,,Positive
ملحوظه الفاتوره لم يتم اضافة رقمي الضريبي,ar,,Negative
الفنيين حق تركيب المكيفات ممتازين جداً,ar,,Positive
المضي قدما على ذات الجودة,ar,,Positive
Overall good experience,en,,Positive
يجب على موظف التوصيل إعطاء وقت للعميل بحيث أنه في حال وجد مشكلة في التركيب التأني لحين حل المشكلة ولا يترك المنتج أو السلعة في الأرض بحجة انتهاء وقت التسليم وأنا لن اشتري أي منتج مستقبلا من متجركم خصوصا إذا كان يتطلب التوصيل والتركيب,ar,,Negative
ممتنة للتوصيل السريع  قبل الموعد لكن اتمنى ان يحدد الزمن بشكل ادق,ar,,Neutral
لا يوجد,ar,,Neutral
عدم احترام العميل ومواعيد التسليم. المماطلة وعدم التسليم فالوقت المتفق عليه.,ar,,Negative
لا يوجد,ar,,Neutral
شكرآ لجميع القائمين مبيعات وتوصيل لهم كل التحيه  والتقدير والاحترام,ar,,Positive
معاينة موقع التركيب خصوصاً المكيفات قبل الحضور,ar,,Positive
رايع بس عيبه شي واحد الهزاز م يثبت لا يحطون له لوك عشان يقفل الهزاز حق الكرسي,ar,,Negative
سرعة التوصيل والتعامل,ar,,Positive
الموقع الالكتروني لزم يتطور اكثر يعني حالة الطلب ماتتحدث بسرعه لزم اتوصل مع خدمه العملاء علشان اعرف حاله الطلب وشكرا,ar,,Negative
الاقتراح الذي اطرحه عدم الاهتمام بتركيب الاجهزه,ar,,Negative
اعطاء العميل راحته في شراء ضمان اكسترا من عدمه و عدم الإصرار بوضوح,ar,,Negative
البائع غير مهذب,ar,,Negative
الحين 6 اشهر اركض روهم عشان غساله,ar,,Negative
Product are not available and online distribution and products are not matching. Lack of product technical details and store tags are not matching the products. Disappointing experience!,en,,Negative
Some not good,af,,Negative
Najla is the BEST… she has great communication skills and super friendly,en,,Positive
جزاكم الله خيراً - محهود مشكور,ar,,Negative
الاهتمام بالعميل,ar,,Positive
سرعه الخدمه,ar,,Positive
Go for furniture selling,en,,Positive
الاهتمام بالدعاية,ar,,Positive
Extended Warranty,en,,Positive
الموظفين يكونوا اكثر مهنية واحترام لمكان العمل .. يعني حصل موقف سيء جدا عند الكاشير من ضحك واستهبال وكأن الموظفين في استراحة وليس مكان عمل.. اضافة لان كاشير واحد فقط يعمل!!! في متجر كبير مثل اكسترا شيء يرفع الضغط والله,ar,,Negative
E,es,,Positive
زيادة إعلانات العروض ستتيح الفرصه للكثير  لزيارتكم,ar,,Positive
شكرآ,ar,,Positive
ممتازه جداا وجميع عملاء الشراء والصيانه تعاملهم جميل جداا والمواعيد محدده جداا مافي اي تاخير والخصومات جميله جداا,ar,,Positive
No,no,,Neutral
تجربة الغسالة بعد الصيانة وقبل التوريد حيث أن الغسالة أصبحت تهرب الميته من مدخل,ar,,Negative
طلبت خدمة التوصيل وسبل ارسل لينك احدد اللوكيشن وكتير عقيم وص حاولت كتير اختار لوكيشن البيت ولينك معلق واضطريت اختار خدمة الاستلام من الفرع واستلمته من فرع سبل مع دفعي ٢٥مصارسف شحن يعني دفعت مصاريف شحن وانا الي روحت استلمه,ar,,Negative
Other than Air Condition installing all the others are great,en,,Positive
